9,1,2016
8,2,2016
8,3,2016
7,4,2016
6,5,2016
5,6,2016
4,7,2016
2,8,2016
1,9,2016
1,10,2016
30,10,2016
30,11,2016
29,12,2016
27,1,2017
26,2,2017
27,3,2017
26,4,2017
25,5,2017
23,6,2017
23,7,2017
21,8,2017
20,9,2017
19,10,2017
18,11,2017
18,12,2017
17,1,2018
15,2,2018
17,3,2018
15,4,2018
15,5,2018
13,6,2018
12,7,2018
11,8,2018
9,9,2018
9,10,2018
7,11,2018
7,12,2018
5,1,2019
4,2,2019
6,3,2019
5,4,2019
4,5,2019
3,6,2019
2,7,2019
1,8,2019
30,8,2019
28,9,2019
28,10,2019
26,11,2019
26,12,2019
24,1,2020
23,2,2020
24,3,2020
22,4,2020
22,5,2020
21,6,2020
20,7,2020
18,8,2020
17,9,2020
16,10,2020
15,11,2020
14,12,2020
13,1,2021
11,2,2021
13,3,2021
11,4,2021
11,5,2021
10,6,2021
9,7,2021
8,8,2021
6,9,2021
6,10,2021
4,11,2021
4,12,2021
2,1,2022
1,2,2022
2,3,2022
1,4,2022
30,4,2022
30,5,2022
28,6,2022
28,7,2022
27,8,2022
25,9,2022
25,10,2022
23,11,2022
23,12,2022
21,1,2023
20,2,2023
21,3,2023
20,4,2023
19,5,2023
18,6,2023
17,7,2023
16,8,2023
14,9,2023
14,10,2023
13,11,2023
12,12,2023
11,1,2024
9,2,2024
10,3,2024
8,4,2024
8,5,2024
6,6,2024
5,7,2024
4,8,2024
2,9,2024
2,10,2024
1,11,2024
1,12,2024
29,1,2025
27,2,2025
29,3,2025
27,4,2025
27,5,2025
25,6,2025
24,7,2025
23,8,2025
21,9,2025
21,10,2025
20,11,2025
19,12,2025
